"Subject" "Activity" "LinearAccelX" "LinearAccelY" "LinearAccelZ" "AngularVelocX" "AngularVelocY" "AngularVelocZ"
"Subject 24" "STANDING" "2.7091819e-001" "-9.6216311e-003" "-1.1962999e-001" "-9.8776634e-001" "-9.5923690e-001" "-9.1609718e-001"
"Subject 24" "STANDING" "2.8060537e-001" "-6.9568288e-003" "-1.0019258e-001" "-9.9673869e-001" "-9.6448390e-001" "-9.5194552e-001"
"Subject 24" "STANDING" "2.7722719e-001" "-1.0899452e-002" "-1.0143441e-001" "-9.9365890e-001" "-9.8201511e-001" "-9.7844102e-001"
"Subject 24" "STANDING" "2.7741771e-001" "-2.1823784e-002" "-1.2214655e-001" "-9.9429069e-001" "-9.7602788e-001" "-9.6860710e-001"
"Subject 24" "STANDING" "2.8068314e-001" "-1.1278885e-002" "-1.0040415e-001" "-9.9424395e-001" "-9.2410767e-001" "-9.8651910e-001"
"Subject 24" "STANDING" "2.7011223e-001" "-3.2195288e-002" "-1.4961466e-001" "-9.9468633e-001" "-9.2173550e-001" "-9.6044511e-001"
"Subject 24" "STANDING" "2.7548539e-001" "-1.4232447e-002" "-7.9713820e-002" "-9.9432221e-001" "-9.5368424e-001" "-9.4988052e-001"
"Subject 24" "STANDING" "2.7635922e-001" "-3.2211307e-002" "-1.4445205e-001" "-9.9748539e-001" "-9.8021431e-001" "-9.7480440e-001"
"Subject 24" "STANDING" "2.7476973e-001" "-2.5812459e-002" "-1.1879350e-001" "-9.9269872e-001" "-9.4236516e-001" "-9.5589007e-001"
"Subject 24" "STANDING" "2.7987344e-001" "-3.4976197e-003" "-9.5973649e-002" "-9.9708872e-001" "-9.6373605e-001" "-9.7759556e-001"
"Subject 24" "STANDING" "2.7663295e-001" "-3.8558951e-002" "-1.7543729e-001" "-9.6967091e-001" "-9.1664020e-001" "-8.0487146e-001"
"Subject 24" "STANDING" "2.8122505e-001" "-2.4872313e-003" "-1.1784760e-001" "-9.9537831e-001" "-9.7473818e-001" "-9.6316876e-001"
"Subject 24" "STANDING" "2.7603894e-001" "-1.4870304e-002" "-8.0196432e-002" "-9.2985413e-001" "-8.0038202e-001" "-7.3642028e-001"
"Subject 24" "STANDING" "2.8040446e-001" "-1.0607981e-002" "-1.3468394e-001" "-9.6268979e-001" "-8.4380349e-001" "-8.1654189e-001"
"Subject 24" "STANDING" "2.7736638e-001" "-1.6415989e-002" "-1.0874609e-001" "-9.9444895e-001" "-9.6435726e-001" "-9.7740374e-001"
"Subject 24" "STANDING" "2.7966544e-001" "-9.8331567e-003" "-1.1647643e-001" "-9.8642803e-001" "-9.2848889e-001" "-8.7381679e-001"
"Subject 24" "STANDING" "2.7571879e-001" "-2.3616499e-002" "-9.8796072e-002" "-9.8828483e-001" "-9.1660116e-001" "-9.5698578e-001"
"Subject 24" "STANDING" "2.8364159e-001" "-6.9924454e-003" "-1.2977814e-001" "-9.9415188e-001" "-9.5456186e-001" "-9.5184402e-001"
"Subject 24" "STANDING" "2.7588667e-001" "-1.7481979e-002" "-1.0588555e-001" "-9.9718380e-001" "-9.5124098e-001" "-9.5358938e-001"
"Subject 24" "STANDING" "2.8742776e-001" "-3.3057194e-002" "-2.4861084e-001" "-9.5339991e-001" "-8.9211201e-001" "-7.7652544e-001"
"Subject 24" "STANDING" "2.7937984e-001" "-2.1445142e-002" "-9.8306865e-002" "-9.9119670e-001" "-9.6031616e-001" "-9.4093427e-001"
"Subject 24" "STANDING" "2.7827917e-001" "-5.5893226e-003" "-1.4771308e-001" "-9.6467692e-001" "-8.2241245e-001" "-7.8466751e-001"
"Subject 24" "STANDING" "2.7915926e-001" "-9.9622954e-003" "-9.6440843e-002" "-9.9760375e-001" "-9.5728091e-001" "-9.7022829e-001"
"Subject 24" "STANDING" "2.7980721e-001" "-4.2236846e-003" "-8.9609484e-002" "-9.8243340e-001" "-9.0851680e-001" "-9.3689525e-001"
"Subject 24" "STANDING" "2.7071175e-001" "-2.2077080e-002" "-1.3462650e-001" "-9.9601028e-001" "-9.7628293e-001" "-9.8632105e-001"
"Subject 24" "STANDING" "2.8076329e-001" "-1.2626778e-002" "-1.0830490e-001" "-9.9633948e-001" "-9.8222609e-001" "-9.8687283e-001"
"Subject 24" "STANDING" "2.6978972e-001" "-3.8869138e-002" "-1.1958933e-001" "-9.9424953e-001" "-9.2104996e-001" "-9.5739788e-001"
"Subject 24" "STANDING" "2.7968957e-001" "-1.5120488e-002" "-1.0027991e-001" "-9.9526081e-001" "-9.7084262e-001" "-9.7116339e-001"
"Subject 24" "STANDING" "2.7441530e-001" "-4.4332495e-002" "-8.0712227e-002" "-9.8823926e-001" "-9.5024649e-001" "-9.5103371e-001"
"Subject 24" "STANDING" "2.7750682e-001" "-3.1829139e-003" "-8.7807613e-002" "-9.4133156e-001" "-8.3620225e-001" "-7.7451190e-001"
"Subject 24" "STANDING" "2.7993167e-001" "" "1.3648554e-002" "-8.4622059e-002" "-9.8780856e-001" "-9.3030423e-001"
"Subject 24" "STANDING" "2.7358556e-001" "-1.2829062e-002" "-1.2409573e-001" "-9.9249953e-001" "-9.7823513e-001" "-9.8138311e-001"
"Subject 24" "STANDING" "2.6993613e-001" "-3.2310712e-002" "-1.3721582e-001" "-9.9602295e-001" "-9.3531522e-001" "-9.5193396e-001"
"Subject 24" "STANDING" "2.8536067e-001" "-3.0099598e-003" "-7.3450362e-002" "-9.9230619e-001" "-9.5840387e-001" "-9.8313811e-001"
"Subject 24" "STANDING" "2.8245414e-001" "-1.9320051e-002" "-5.0365879e-002" "-9.8924872e-001" "-8.6905922e-001" "-9.1259510e-001"
"Subject 24" "STANDING" "2.7680391e-001" "-1.3082321e-002" "-1.2804496e-001" "-9.9580962e-001" "-9.7959436e-001" "-9.6996655e-001"
"Subject 24" "STANDING" "2.7868574e-001" "-1.2323834e-002" "-3.8279356e-002" "-9.7632496e-001" "-9.5661734e-001" "-8.8471436e-001"
"Subject 24" "STANDING" "2.8018713e-001" "-2.0511452e-002" "-1.0036764e-001" "-9.9344063e-001" "-9.4503062e-001" "-9.4721522e-001"
"Subject 24" "WALKING" "2.4710093e-001" "-2.2698054e-002" "-1.0700187e-001" "-4.7363532e-001" "-2.2163523e-001" "-2.6338988e-001"
"Subject 24" "WALKING" "2.7367928e-001" "-2.2634427e-002" "-1.0154157e-001" "-4.8669763e-001" "-1.6944948e-001" "-2.8908336e-001"
"Subject 24" "WALKING" "3.1826063e-001" "-2.6478525e-002" "-9.7171008e-002" "-4.6457249e-001" "-6.8086575e-002" "-2.7049508e-001"
"Subject 24" "WALKING" "2.9199522e-001" "-1.3513213e-002" "-9.9457613e-002" "-4.8995567e-001" "-1.1596848e-001" "-2.9817017e-001"
"Subject 24" "WALKING" "3.2803082e-001" "-4.0729817e-002" "-1.2420669e-001" "-4.1071347e-001" "-6.4214085e-003" "-2.5581516e-001"
"Subject 24" "WALKING" "3.4925912e-001" "-7.7039484e-003" "-5.4835065e-002" "-4.0056989e-001" "-1.2793950e-001" "-3.0547204e-001"
"Subject 24" "WALKING" "2.8733874e-001" "" "1.3845443e-002" "-9.7011054e-002" "-4.5210230e-001" "-1.4534840e-001"
"Subject 24" "WALKING" "3.3608034e-001" "" "3.5882027e-003" "-1.1968436e-001" "-4.6273756e-001" "-1.4733732e-001"
"Subject 24" "WALKING" "2.7707062e-001" "-1.6982906e-002" "-9.8415348e-002" "-4.7513202e-001" "-1.7949170e-001" "-2.3932144e-001"
"Subject 24" "WALKING" "2.5858716e-001" "-6.9584610e-003" "-9.4028956e-002" "-4.8582481e-001" "-2.5562715e-001" "-2.8763883e-001"
"Subject 24" "WALKING" "2.8451404e-001" "-5.5476156e-002" "-1.1254679e-001" "-5.5905373e-001" "-3.0458666e-001" "-3.5881310e-001"
"Subject 24" "WALKING" "2.5917245e-001" "-8.4079199e-003" "-8.3011953e-002" "-4.8330257e-001" "-1.3020929e-001" "-3.0584203e-001"
"Subject 24" "WALKING" "2.3041443e-001" "" "8.4547635e-003" "-8.9006236e-002" "-4.0981593e-001" "-1.0594388e-001"
"Subject 24" "WALKING" "1.8594310e-001" "-2.1964167e-002" "-8.0478050e-002" "-4.2385505e-001" "-1.4331935e-001" "-3.1830845e-001"
"Subject 24" "WALKING" "2.7008436e-001" "-4.0305456e-002" "-1.3114994e-001" "-5.3057408e-001" "-1.6443510e-001" "-3.3418809e-001"
"Subject 24" "WALKING" "2.8909427e-001" "-3.1074274e-002" "-1.0670230e-001" "-4.7929748e-001" "-1.3329996e-001" "-2.6370610e-001"
"Subject 24" "WALKING" "2.5512329e-001" "-3.4133103e-002" "-1.3856289e-001" "-4.0069145e-001" "-9.4358693e-002" "-2.0955783e-001"
"Subject 24" "WALKING" "2.6653921e-001" "-4.0474834e-002" "-1.7676610e-001" "-4.0239132e-001" "-9.9608363e-002" "-2.2908374e-001"
"Subject 24" "WALKING" "3.4922518e-001" "-2.0739146e-002" "-8.0202929e-002" "-4.4239148e-001" "-9.9723344e-002" "-3.2235584e-001"
"Subject 24" "WALKING" "2.8635523e-001" "-3.5174482e-002" "-1.4059403e-001" "-4.7059354e-001" "-1.6185920e-001" "-2.7034432e-001"
"Subject 24" "WALKING" "2.5282349e-001" "-4.9342139e-002" "-1.7497902e-001" "-4.8722765e-001" "-1.1098640e-001" "-3.0553592e-001"
"Subject 24" "WALKING" "3.0865971e-001" "-7.5759777e-003" "-8.0628069e-002" "-4.4418466e-001" "-1.7910985e-001" "-2.4072204e-001"
"Subject 24" "WALKING" "2.8030880e-001" "-5.9779144e-002" "-1.0271848e-001" "-3.9743168e-001" "-4.0040762e-002" "-2.8666433e-001"
"Subject 24" "WALKING" "2.4406017e-001" "-4.9860856e-002" "-1.1575886e-001" "-5.2578133e-001" "-1.9745678e-001" "-3.3301008e-001"
"Subject 24" "WALKING" "2.2799127e-001" "-1.2414690e-002" "-1.1969645e-001" "-3.9687253e-001" "-1.5460925e-001" "-2.6867822e-001"
"Subject 24" "WALKING" "2.8704408e-001" "-5.6452461e-002" "-1.3942428e-001" "-6.0977128e-001" "-1.6051805e-001" "-3.5527444e-001"
"Subject 24" "WALKING" "2.3978787e-001" "-5.9169622e-003" "-9.8996957e-002" "-4.3702258e-001" "-2.3689241e-001" "-2.8903482e-001"
"Subject 24" "WALKING" "3.1515411e-001" "-2.1472422e-002" "-1.2327111e-001" "-4.6830427e-001" "-9.0995607e-002" "-2.5312158e-001"
"Subject 24" "WALKING" "3.0053212e-001" "-1.2101104e-002" "-9.5370996e-002" "-4.6252049e-001" "-1.5544001e-001" "-2.9145700e-001"
"Subject 24" "WALKING" "2.7546664e-001" "-2.3563464e-002" "-1.2938983e-001" "-4.6178834e-001" "-2.0962574e-001" "-2.5888840e-001"
"Subject 24" "WALKING" "3.1387308e-001" "-1.7820019e-002" "-8.8787107e-002" "-4.8664228e-001" "-1.1823741e-001" "-2.6323265e-001"
"Subject 24" "WALKING" "2.4729010e-001" "-2.4840287e-002" "-1.4138785e-001" "-5.9327507e-001" "-1.2444382e-001" "-4.2765457e-001"
"Subject 24" "WALKING" "3.2464045e-001" "-1.0740431e-002" "-1.4522202e-001" "-4.7636556e-001" "-2.0984368e-001" "-3.2258766e-001"
"Subject 24" "WALKING" "3.0909046e-001" "-1.5966660e-002" "-1.0208432e-001" "-3.9547536e-001" "-1.1659071e-001" "-2.8818709e-001"
"Subject 24" "WALKING" "2.4879853e-001" "-1.5695327e-002" "-1.0380056e-001" "-5.1018750e-001" "-1.1177271e-001" "-3.2237542e-001"
"Subject 24" "WALKING" "2.2696275e-001" "-1.2322138e-002" "-7.2292705e-002" "-4.8677135e-001" "-2.2513064e-001" "-3.1514637e-001"
"Subject 24" "WALKING" "3.1054842e-001" "-2.1330544e-002" "-9.6886575e-002" "-5.0299219e-001" "-1.5446450e-001" "-2.9626811e-001"
"Subject 24" "WALKING" "2.6077756e-001" "-6.5863682e-002" "-1.0383723e-001" "-5.0639537e-001" "-2.3665490e-001" "-2.6715357e-001"
"Subject 24" "WALKING" "2.6763307e-001" "-2.6982697e-002" "-1.2889135e-001" "-4.7190048e-001" "-8.5049971e-002" "-2.6861585e-001"
"Subject 24" "WALKING" "2.9229921e-001" "-3.9262676e-002" "-1.2025569e-001" "-4.5003733e-001" "-1.3330199e-001" "-2.6166629e-001"
"Subject 24" "WALKING" "3.4678070e-001" "-3.9090904e-003" "-1.0191714e-001" "-4.2575020e-001" "-1.3968115e-001" "-2.7029815e-001"
"Subject 24" "WALKING" "2.6514169e-001" "-2.7666979e-002" "-1.1498874e-001" "-4.4614258e-001" "-1.3305927e-001" "-2.6706684e-001"
"Subject 24" "WALKING" "2.7714931e-001" "" "3.7089737e-003" "-1.1374186e-001" "-5.9410396e-001" "-9.3301890e-002"
"Subject 24" "WALKING" "2.3715512e-001" "-4.6892662e-002" "-1.2433661e-001" "-5.5538958e-001" "-2.4152339e-001" "-2.8685246e-001"
"Subject 24" "WALKING" "2.8206481e-001" "-1.2129628e-003" "-1.0788985e-001" "-4.1402088e-001" "-1.5853649e-001" "-3.3879877e-001"
"Subject 24" "WALKING" "2.8005021e-001" "-1.5841577e-002" "-1.0996282e-001" "-5.0186749e-001" "-2.0458967e-001" "-2.7467757e-001"
"Subject 24" "WALKING" "2.7233944e-001" "-3.6933357e-002" "-1.3370934e-001" "-4.6288636e-001" "-1.4386474e-001" "-2.9932421e-001"
"Subject 24" "WALKING" "2.8163450e-001" "-1.1462283e-002" "-1.1348926e-001" "-4.8548669e-001" "-1.6624487e-001" "-2.9780256e-001"
"Subject 24" "WALKING" "2.5906729e-001" "-2.4949996e-002" "-8.7229066e-002" "-5.0396888e-001" "-2.0130580e-001" "-3.3204529e-001"
"Subject 24" "WALKING" "2.3084416e-001" "-7.0828323e-003" "-1.5984569e-001" "-4.2620345e-001" "-1.1520317e-001" "-2.4371070e-001"
"Subject 24" "WALKING" "2.8213131e-001" "-2.3949982e-002" "-1.2911913e-001" "-4.6427255e-001" "-2.4200456e-001" "-2.6170155e-001"
"Subject 24" "WALKING" "2.8314796e-001" "-1.4131953e-002" "-9.9962629e-002" "-5.3164127e-001" "-2.2202812e-001" "-3.6109638e-001"
"Subject 24" "WALKING" "2.6907310e-001" "" "1.7290050e-003" "-7.6216579e-002" "-4.8837892e-001" "-2.1713962e-001"
"Subject 24" "WALKING" "2.8653666e-001" "-3.5690061e-002" "-1.2558932e-001" "-4.7964697e-001" "-1.4881894e-001" "-2.2965474e-001"
"Subject 24" "WALKING" "2.8179668e-001" "-2.2418983e-002" "-9.8580064e-002" "-4.6288744e-001" "-1.6880224e-001" "-2.7022436e-001"
"Subject 24" "WALKING" "2.4294921e-001" "-8.8280653e-003" "-1.0430293e-001" "-4.0984615e-001" "-1.3673217e-001" "-2.2256171e-001"
"Subject 24" "WALKING" "2.5736029e-001" "-2.7208923e-002" "-6.9160810e-002" "-4.4002529e-001" "-1.2710912e-001" "-3.2855671e-001"
"Subject 24" "WALKING" "2.5205458e-001" "-3.5983234e-002" "-1.2846922e-001" "-4.3684350e-001" "-1.5363541e-001" "-2.2374076e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "4.0063298e-001" "-5.0095440e-002" "-1.5473198e-001" "-1.0264499e-001" "-1.4488446e-001" "-2.7416404e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.1872216e-001" "-7.6696542e-003" "-7.6432603e-002" "-5.2387029e-003" "-2.3338379e-001" "-3.0124524e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.6902322e-001" "-6.9064319e-003" "-9.0089575e-002" "-5.8894255e-002" "-3.0700844e-001" "-2.9081121e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "1.3786712e-001" "-1.9364783e-002" "-9.6498879e-002" "-1.6468245e-001" "-1.3727442e-001" "-2.5135216e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.1093373e-001" "-2.2178521e-002" "-7.1939127e-002" "-5.1238234e-002" "" "5.0159461e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "1.1486635e-001" "-4.2675471e-004" "-1.1690382e-001" "-1.8954416e-001" "" "7.8012301e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "2.8425235e-001" "-2.2811550e-002" "-1.3818918e-001" "-4.7416890e-002" "-5.3903692e-002" "-1.9177533e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.6156848e-001" "-6.5645739e-003" "-1.1174428e-001" "" "2.8014032e-003" "-2.9091443e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.6394272e-001" "-2.2211597e-002" "-1.2543711e-001" "-4.1179848e-002" "" "2.0777349e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "2.8905798e-001" "-1.2673025e-002" "-1.2602041e-001" "-3.4534952e-002" "-9.5760021e-002" "-1.6282540e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "1.3719152e-001" "-1.0365829e-002" "-1.3192655e-001" "-2.0712255e-001" "-1.5212012e-002" "-3.6568830e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.6416424e-001" "" "1.2940496e-002" "-1.5430603e-001" "-1.6620709e-002" ""
"Subject 24" "WALKING_DOWNSTAIRS" "2.4799049e-001" "-1.0159913e-002" "-9.5167333e-002" "-2.2710205e-002" "-1.6236160e-001" "-1.3159209e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.8821450e-001" "" "1.1492981e-002" "-1.5545331e-001" "-6.3550396e-002" "-3.5160094e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "2.8672826e-001" "-1.9878522e-002" "-6.8538789e-002" "-9.3153153e-002" "-1.9322245e-001" "-9.4725571e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "3.0116156e-001" "-3.0034330e-002" "-1.2033348e-001" "-5.6180760e-002" "-1.5175348e-001" "-2.5484848e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.6104839e-001" "-7.7325502e-002" "-1.5232132e-001" "-1.1819990e-001" "-1.0498381e-001" "-2.4398079e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.1300579e-001" "-1.4152173e-003" "-1.1878905e-001" "-2.5776767e-002" "-5.8974758e-002" "-1.6866281e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.6202918e-001" "-3.3931785e-002" "-9.3762225e-002" "-1.3552239e-001" "-1.8389135e-001" "-3.9243124e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "1.3735329e-001" "-1.2811615e-002" "-5.9702020e-002" "-1.8292169e-001" "-2.5862926e-001" "-1.9399212e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.9391087e-001" "" "2.7123789e-002" "-1.0746033e-001" "" "2.6826672e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "3.5681978e-001" "-1.9191955e-002" "-1.4146964e-001" "-1.6271174e-001" "-6.0195308e-002" "-2.5188941e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "1.8230735e-001" "" "6.0194711e-002" "-4.5095480e-002" "-1.8901832e-001" "-1.1906608e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.7701714e-001" "-5.0341458e-003" "-9.1358654e-002" "-2.9694070e-002" "-1.0315911e-001" "-1.6863794e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.0864492e-001" "-4.8536944e-002" "-1.2617575e-001" "-1.0258875e-001" "-8.4721818e-002" "-2.5665990e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.8884400e-001" "-2.8097381e-002" "-9.4293790e-002" "-6.2323877e-002" "" "1.1426004e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "1.9815462e-001" "-1.6672574e-002" "-1.2416019e-001" "-2.3311553e-001" "" "1.5057966e-003"
"Subject 24" "WALKING_DOWNSTAIRS" "1.8748729e-001" "" "8.8991374e-003" "-1.2168454e-001" "-2.1580552e-002" "-2.1351825e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.3284026e-001" "-8.6759742e-003" "-9.8382986e-002" "-6.6519104e-002" "-2.3336750e-001" "-1.6184220e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.6166813e-001" "-1.9976839e-002" "-7.3652662e-002" "-1.1456144e-001" "-2.4829972e-001" "-1.1978166e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.7727055e-001" "" "1.0843479e-003" "-7.4001118e-002" "-6.8522771e-002" "-2.4505904e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.2833950e-001" "-2.7502522e-002" "-1.2172104e-001" "-8.4469980e-002" "-2.3347303e-001" "-2.5587533e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "1.8360052e-001" "-3.4791156e-003" "-1.0857275e-001" "-1.5918492e-001" "" "1.5794540e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "4.1315322e-001" "-8.9678106e-003" "-6.4652780e-002" "-1.0282636e-001" "-2.9902925e-001" "-3.1445119e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.9784314e-001" "-2.0465225e-002" "-6.3956384e-002" "-1.0363194e-001" "-2.2168143e-001" "-3.4159789e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.4933956e-001" "-2.5495661e-002" "-9.5804140e-002" "-5.0266359e-002" "-2.2479898e-001" "-1.8651150e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "1.2697024e-001" "-1.3276209e-002" "-7.3441499e-002" "-1.7381563e-001" "" "4.1540232e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "4.2496759e-001" "-1.5350430e-002" "-1.2577943e-001" "-1.4691690e-001" "" "2.4181581e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "2.5229545e-001" "-2.4529343e-002" "-7.0789292e-002" "-5.6941666e-002" "-7.7818487e-002" "-8.5443971e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "3.9280391e-001" "-1.7788124e-002" "-9.0166249e-002" "-9.6349159e-002" "-1.7436760e-001" "-2.5668624e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.6508228e-001" "-8.8290660e-003" "-1.3128172e-001" "-3.8638252e-002" "-3.1875836e-002" "-1.5500517e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.8630663e-001" "-4.5587684e-002" "-9.4025960e-002" "-1.8466773e-002" "-2.5239475e-001" "-1.6560867e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.3104370e-001" "-6.3978852e-002" "-1.1733337e-001" "-6.8001600e-002" "" "1.5643055e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.7245607e-001" "" "3.3767701e-002" "-7.8809497e-002" "-1.1410430e-001" "-3.7444775e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "3.3127612e-001" "-1.3100098e-002" "-1.2212301e-001" "-1.1983169e-001" "" "7.3221176e-003"
"Subject 24" "WALKING_DOWNSTAIRS" "2.7225878e-001" "-7.5792618e-003" "-7.2642371e-002" "-7.2558636e-002" "" "5.4720967e-003"
"Subject 24" "WALKING_DOWNSTAIRS" "3.1620816e-001" "-1.1571475e-002" "-1.4907213e-001" "-4.0050309e-002" "-2.5257985e-002" "-9.7684903e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "3.8832165e-001" "-5.8132397e-002" "-6.0652654e-002" "-7.9918765e-002" "-2.2097041e-001" "-3.1305411e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.5205480e-001" "-3.2970709e-002" "-5.3227262e-002" "-2.4842814e-002" "-8.2742101e-002" "-3.0346020e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "2.9165981e-001" "" "1.5270374e-002" "-1.4131096e-001" "-1.0264630e-002" "-9.9376862e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "3.1939731e-001" "" "5.3378255e-003" "-1.4209443e-001" "-9.4514568e-002" ""
"Subject 24" "WALKING_DOWNSTAIRS" "4.1932188e-001" "-5.5686595e-003" "-1.2412037e-001" "-6.4749809e-002" "-3.9213508e-002" "-2.5402754e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.7071810e-001" "-2.7096679e-002" "-9.2485526e-002" "" "1.4504778e-001" "-1.4611282e-001"
"Subject 24" "WALKING_DOWNSTAIRS" "3.3454994e-001" "-1.8272939e-002" "-1.1345601e-001" "-2.9186398e-001" "" "1.7716783e-002"
"Subject 24" "WALKING_DOWNSTAIRS" "2.4002891e-001" "-1.5075161e-002" "-1.0149407e-001" "-4.4984089e-002" "-1.8679905e-001" "-2.5386046e-001"
"Subject 24" "WALKING_UPSTAIRS" "2.6215272e-001" "" "3.2359481e-003" "-1.9094615e-001" "-4.1468357e-001" "-6.1561251e-002"
"Subject 24" "WALKING_UPSTAIRS" "3.4996609e-001" "" "3.0077442e-002" "-1.1578796e-001" "-3.2963808e-001" "-4.2142894e-002"
"Subject 24" "WALKING_UPSTAIRS" "3.5729791e-001" "-4.4599067e-002" "-1.2953199e-001" "-3.1449707e-001" "-5.5580004e-002" "-1.7309021e-001"
"Subject 24" "WALKING_UPSTAIRS" "1.4714555e-001" "-4.6907851e-002" "-6.9338210e-002" "-3.4868620e-001" "" "1.8056999e-002"
"Subject 24" "WALKING_UPSTAIRS" "2.6230284e-001" "" "5.9271721e-003" "-1.1483748e-001" "-3.6288770e-001" "-7.7136266e-002"
"Subject 24" "WALKING_UPSTAIRS" "2.5332342e-001" "-2.4864887e-002" "-1.7014551e-001" "-3.0771345e-001" "-1.8857948e-001" "-1.4131034e-001"
"Subject 24" "WALKING_UPSTAIRS" "2.0810191e-001" "-8.0457750e-003" "-7.5869732e-002" "-3.2304454e-001" "-9.5883774e-002" "-2.1767822e-001"
"Subject 24" "WALKING_UPSTAIRS" "3.4924134e-001" "-9.6152577e-003" "-1.0861381e-001" "-3.8153587e-001" "-2.0774639e-002" "-2.6531863e-001"
"Subject 24" "WALKING_UPSTAIRS" "3.4432823e-001" "" "4.7928061e-003" "-1.2245254e-001" "-3.1998735e-001" "-6.6676553e-002"
"Subject 24" "WALKING_UPSTAIRS" "3.0563139e-001" "-5.2701688e-002" "-1.5568392e-001" "-3.4307826e-001" "-1.5125025e-001" "-1.7729622e-001"
"Subject 24" "WALKING_UPSTAIRS" "3.8470936e-001" "" "2.0491924e-002" "-1.1254493e-001" "-3.2524857e-001" "-1.5960932e-001"
"Subject 24" "WALKING_UPSTAIRS" "3.4649870e-001" "-7.1942600e-002" "-9.8888592e-002" "-3.5201696e-001" "-1.9417058e-001" "-2.5798235e-001"
"Subject 24" "WALKING_UPSTAIRS" "2.5972090e-001" "-3.0785936e-002" "-9.5711780e-002" "-3.1115530e-001" "-1.9230933e-001" "-2.5360169e-001"
"Subject 24" "WALKING_UPSTAIRS" "1.6944320e-001" "-7.2335997e-002" "-9.0225675e-002" "-4.0533107e-001" "-1.3373440e-001" "-3.2694838e-001"
"Subject 24" "WALKING_UPSTAIRS" "2.9743408e-001" "-4.5269757e-002" "-1.9059589e-001" "-3.6052074e-001" "-1.6458014e-001" "-1.8863626e-001"
"Subject 24" "WALKING_UPSTAIRS" "2.2988779e-001" "-5.4894450e-002" "-2.6446139e-001" "-2.9933411e-001" "-7.5804367e-002" "-2.6461295e-001"
"Subject 24" "WALKING_UPSTAIRS" "3.6338465e-001" "-3.9214016e-002" "-1.0591509e-001" "-3.0538795e-001" "" "2.8147742e-002"
"Subject 24" "WALKING_UPSTAIRS" "1.9058591e-001" "-1.2548649e-002" "-1.5187803e-001" "-3.7865466e-001" "-8.0092152e-002" "-2.1901495e-001"
"Subject 24" "WALKING_UPSTAIRS" "1.7297289e-001" "-6.8800822e-002" "-7.0328855e-002" "-4.0224256e-001" "-1.8274037e-001" "-3.8263846e-001"
"Subject 24" "WALKING_UPSTAIRS" "3.0522513e-001" "-1.3345331e-002" "-1.1115092e-001" "-3.7039164e-001" "-1.1870176e-001" "-3.0740403e-001"
